pid,name,team,pos,photo,mp,starts,mins,g,a,yc,rc,pen,rating_best,xg,xa,npxg,bc_missed,bc_missed_xg,gk_shots_faced,gk_xgot_faced,gk_goals_conceded,prog_passes,prog_carries,shots,sot,passes,passAcc,keyPasses,touches,tackles,interceptions,aerials,dribbles,fouls,clearances,dispossessed,saves,ga,rating,pass_pct,xg_diff,xa_diff,xgi,npg,fwd_eff,gk_goals_prevented,xt_added_p90
431768,Lucas Noubi,Deportivo A Coruña,DC,https://images.fotmob.com/image_resources/playerimages/1332025.png,5,5,473,0,0,1,0,0,7.2,0.0,0.02,0.0,0,0.0,0,0.0,0,16,0,0,0,262,217,1,343,9,7,8,1,6,37,0,0,0,6.82,83,0.0,-0.02,0.02,0,,,0.0592
374813,Manu Sanchez,Levante,DL,https://images.fotmob.com/image_resources/playerimages/1052330.png,5,5,447,0,0,0,0,0,7.9,0.01,0.1,0.01,0,0.0,0,0.0,0,45,1,1,0,221,190,1,337,38,5,2,2,4,14,3,0,0,6.8,86,-0.01,-0.1,0.11,0,,,0.1045
286080,Gabriel Suazo,Sevilla,DL,https://images.fotmob.com/image_resources/playerimages/659490.png,5,5,493,0,0,2,0,0,7.5,0.03,0.28,0.03,0,0.0,0,0.0,0,85,0,1,0,200,161,7,326,19,3,9,1,9,14,1,0,0,6.8,80,-0.03,-0.28,0.31,0,,,0.2222
432475,Nelson Deossa,Real Betis,AMC,https://images.fotmob.com/image_resources/playerimages/1315711.png,6,2,295,0,0,0,0,0,7.7,0.53,0.29,0.53,1,0.21,0,0.0,0,17,3,13,5,170,141,4,240,9,3,8,7,5,9,5,0,0,6.8,83,-0.53,-0.29,0.82,0,0.0,,0.0533
448284,Andres Castrin,Sevilla,DC,,4,3,332,0,0,0,0,0,7.8,0.1,0.02,0.1,0,0.0,0,0.0,0,15,0,2,1,128,111,3,163,4,4,5,0,0,16,0,0,0,6.8,87,-0.1,-0.02,0.12,0,0.0,,0.1024
446729,Thiago Fernandez,Levante,ML,https://images.fotmob.com/image_resources/playerimages/1460063.png,3,3,224,0,0,0,0,0,7.1,0.55,0.25,0.55,1,0.42,0,0.0,0,19,4,5,1,52,43,2,92,9,3,0,6,1,1,4,0,0,6.8,83,-0.55,-0.25,0.8,0,0.0,,0.0574
73265,Leandro Cabrera,Espanyol,DC,https://images.fotmob.com/image_resources/playerimages/169586.png,4,4,385,0,0,0,0,0,7.5,0.09,0.15,0.09,0,0.0,0,0.0,0,29,0,2,0,217,192,0,270,4,4,15,0,7,33,0,0,0,6.8,88,-0.09,-0.15,0.24,0,0.0,,0.11
422938,Alejandro Balde,Barcelona,Sub,https://images.fotmob.com/image_resources/playerimages/1254166.png,1,0,16,0,0,0,0,0,6.8,0.0,0.05,0.0,0,0.0,0,0.0,0,6,0,0,0,13,11,1,19,2,0,0,0,0,0,0,0,0,6.8,85,0.0,-0.05,0.05,0,,,0.2263
447938,Carlos Puga,Malaga,DR,https://images.fotmob.com/image_resources/playerimages/1668274.png,6,4,355,0,0,2,0,0,7.2,0.02,0.07,0.02,0,0.0,0,0.0,0,46,7,1,0,172,135,2,306,22,6,2,12,12,12,5,0,0,6.78,78,-0.02,-0.07,0.09,0,,,0.0579
447835,Abde Rebbach,Deportivo Alaves,DML,https://images.fotmob.com/image_resources/playerimages/1200941.png,7,7,579,0,0,3,0,0,7.2,0.15,0.03,0.15,0,0.0,0,0.0,0,34,3,5,3,162,127,0,328,24,11,7,9,10,8,1,0,0,6.77,78,-0.15,-0.03,0.18,0,0.0,,0.0673
444253,Jorge Herrando,Osasuna,DC,https://images.fotmob.com/image_resources/playerimages/1098365.png,3,3,187,0,0,1,0,0,7.7,0.12,0.0,0.12,0,0.0,0,0.0,0,6,0,2,2,112,94,0,139,1,3,4,1,3,10,0,0,0,6.77,84,-0.12,0.0,0.12,0,0.0,,0.0264
332823,Unai Simon,Athletic Club,GK,https://images.fotmob.com/image_resources/playerimages/660625.png,6,6,566,0,0,0,0,0,8.0,0.0,0.01,0.0,0,0.0,30,6.16,6,36,0,0,0,216,157,0,293,1,0,2,1,0,8,0,17,0,6.77,73,0.0,-0.01,0.01,0,,0.16,0.1192
84008,Marcos Alonso,Celta Vigo,DC,https://images.fotmob.com/image_resources/playerimages/196169.png,5,5,479,0,0,2,1,0,7.5,0.13,0.05,0.13,0,0.0,0,0.0,0,73,0,3,0,406,358,0,477,8,10,7,0,6,26,3,0,0,6.76,88,-0.13,-0.05,0.18,0,0.0,,0.1183
351252,Junior Firpo,Real Betis,DL,https://images.fotmob.com/image_resources/playerimages/743192.png,2,2,152,0,0,1,0,0,6.9,0.0,0.1,0.0,0,0.0,0,0.0,0,15,0,0,0,94,83,1,134,6,1,3,0,4,6,1,0,0,6.75,88,0.0,-0.1,0.1,0,,,0.0111
431340,Jeanuel Belocian,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1329406.png,2,1,141,0,0,0,0,0,6.8,0.07,0.01,0.07,0,0.0,0,0.0,0,7,0,2,0,71,64,0,101,1,2,9,0,1,17,0,0,0,6.75,90,-0.07,-0.01,0.08,0,0.0,,0.0364
445119,Nathan Saliba,Villarreal,MC,https://images.fotmob.com/image_resources/playerimages/1216798.png,3,2,214,0,0,0,0,0,7.5,0.09,0.13,0.09,0,0.0,0,0.0,0,26,1,1,0,152,137,1,186,9,3,4,2,2,6,3,0,0,6.73,90,-0.09,-0.13,0.22,0,0.0,,0.0276
76662,Jan Oblak,Atletico Madrid,GK,https://images.fotmob.com/image_resources/playerimages/177126.png,6,6,573,0,0,0,0,0,7.5,0.0,0.0,0.0,0,0.0,40,6.08,6,15,0,0,0,174,130,0,216,0,1,1,0,0,1,0,14,0,6.72,75,0.0,0.0,0.0,0,,0.08,0.0436
296723,Ionut Radu,Celta Vigo,GK,https://images.fotmob.com/image_resources/playerimages/681213.png,6,6,571,0,0,1,0,0,8.0,0.0,0.0,0.0,0,0.0,42,6.18,6,12,0,0,0,185,136,0,246,0,0,1,1,0,12,0,16,0,6.72,74,0.0,0.0,0.0,0,,0.18,0.0482
344200,Unai Nunez,Espanyol,DC,https://images.fotmob.com/image_resources/playerimages/805352.png,5,5,434,0,0,0,0,0,7.3,0.06,0.21,0.06,0,0.0,0,0.0,0,38,1,2,0,290,249,3,356,10,7,9,1,2,27,0,0,0,6.7,86,-0.06,-0.21,0.27,0,0.0,,0.1191
315566,Igor Zubeldia,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/698653.png,5,4,419,0,0,2,0,0,7.2,0.0,0.05,0.0,0,0.0,0,0.0,0,23,0,0,0,232,198,2,289,17,7,7,0,3,16,1,0,0,6.7,85,0.0,-0.05,0.05,0,,,0.0775
422963,Pathe Ciss,Rayo Vallecano,DC,https://images.fotmob.com/image_resources/playerimages/872396.png,6,6,583,0,0,3,0,0,7.7,0.04,0.01,0.04,0,0.0,0,0.0,0,29,1,1,0,284,256,2,384,9,16,9,2,4,36,5,0,0,6.7,90,-0.04,-0.01,0.05,0,,,0.0625
56057,Yuri Berchiche,Athletic Club,DL,https://images.fotmob.com/image_resources/playerimages/80295.png,5,5,463,0,0,2,1,0,7.3,0.27,0.26,0.27,0,0.0,0,0.0,0,58,1,11,1,272,250,6,358,11,4,4,1,5,7,1,0,0,6.7,92,-0.27,-0.26,0.53,0,0.0,,0.1087
372473,Ivan Martin,Racing Santander,Sub,,4,3,341,0,0,0,0,0,6.8,0.05,0.02,0.05,0,0.0,0,0.0,0,22,0,1,0,187,162,2,248,17,0,1,3,4,7,3,0,0,6.7,87,-0.05,-0.02,0.07,0,,,0.0272
609574,Aaron Mayol,Valencia,DMC,https://images.fotmob.com/image_resources/playerimages/1905203.png,1,1,95,0,0,1,0,0,6.7,0.0,0.01,0.0,0,0.0,0,0.0,0,3,0,0,0,42,36,0,58,1,3,0,1,3,1,3,0,0,6.7,86,0.0,-0.01,0.01,0,,,0.0659
598590,Bil Nsongo,Deportivo A Coruña,AMC,https://images.fotmob.com/image_resources/playerimages/1690831.png,5,4,285,0,0,1,0,0,7.4,0.28,0.01,0.28,0,0.0,0,0.0,0,5,2,5,1,69,48,2,143,9,0,11,5,6,3,10,0,0,6.68,70,-0.28,-0.01,0.29,0,0.0,,0.0409
279839,Yeray Alvarez,Athletic Club,DC,https://images.fotmob.com/image_resources/playerimages/639450.png,4,4,330,0,0,0,0,0,7.2,0.11,0.0,0.11,0,0.0,0,0.0,0,26,0,3,0,223,196,2,274,7,4,7,4,2,14,0,0,0,6.68,88,-0.11,0.0,0.11,0,0.0,,0.047
73798,Thibaut Courtois,Real Madrid,GK,https://images.fotmob.com/image_resources/playerimages/170323.png,6,6,568,0,0,0,0,0,7.5,0.0,0.0,0.0,0,0.0,42,5.17,6,10,0,0,0,171,149,0,211,0,0,0,0,0,1,0,16,0,6.68,87,0.0,0.0,0.0,0,,-0.83,0.0237
431509,Kike Salas,Sevilla,DC,https://images.fotmob.com/image_resources/playerimages/1327489.png,4,4,397,0,0,0,1,0,7.3,0.15,0.26,0.15,0,0.0,0,0.0,0,28,0,5,1,172,127,1,233,11,2,14,0,7,22,1,0,0,6.68,74,-0.15,-0.26,0.41,0,0.0,,0.0949
403647,Morten Hjulmand,Atletico Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/950199.png,6,4,364,0,0,1,0,0,7.2,0.11,0.22,0.11,0,0.0,0,0.0,0,32,0,3,0,225,206,7,283,9,8,5,2,4,8,2,0,0,6.67,92,-0.11,-0.22,0.33,0,0.0,,0.087
422824,Joan Garcia,Barcelona,GK,,6,6,517,0,0,0,0,0,7.5,0.0,0.0,0.0,0,0.0,24,7.08,6,7,0,0,0,136,117,0,200,1,0,0,0,0,8,0,11,0,6.67,86,0.0,0.0,0.0,0,,1.08,0.016
355110,Sergio Gomez,Real Sociedad,DL,https://images.fotmob.com/image_resources/playerimages/844477.png,6,6,546,0,0,1,0,0,7.1,0.13,0.24,0.13,0,0.0,0,0.0,0,80,2,4,1,318,279,6,475,15,5,3,5,3,13,0,0,0,6.67,88,-0.13,-0.24,0.37,0,0.0,,0.0579
270504,Alex Remiro,Real Sociedad,GK,https://images.fotmob.com/image_resources/playerimages/616539.png,5,5,473,0,0,0,0,0,7.2,0.0,0.01,0.0,0,0.0,44,8.19,9,24,0,0,0,203,147,0,255,0,0,0,0,0,6,0,19,0,6.66,72,0.0,-0.01,0.01,0,,-0.81,0.0894
122117,Aymeric Laporte,Athletic Club,DC,https://images.fotmob.com/image_resources/playerimages/411617.png,6,5,509,0,0,0,0,0,7.4,0.4,0.09,0.4,1,0.35,0,0.0,0,51,0,2,0,409,386,0,464,9,4,9,1,3,20,0,0,0,6.65,94,-0.4,-0.09,0.49,0,0.0,,0.1139
372634,Justin de Haas,Valencia,DC,https://images.fotmob.com/image_resources/playerimages/969711.png,2,2,126,0,0,1,0,0,7.0,0.0,0.0,0.0,0,0.0,0,0.0,0,8,0,0,0,103,93,0,116,1,2,1,0,2,6,1,0,0,6.65,90,0.0,0.0,0.0,0,,,0.0389
509876,Alvaro Nunez,Celta Vigo,DMR,https://images.fotmob.com/image_resources/playerimages/1132355.png,2,2,175,0,0,0,0,0,6.8,0.01,0.0,0.01,0,0.0,0,0.0,0,33,0,1,1,146,139,1,168,5,3,0,0,2,4,0,0,0,6.65,95,-0.01,0.0,0.01,0,,,0.0978
409467,Antonio Blanco,Deportivo Alaves,MC,https://images.fotmob.com/image_resources/playerimages/845998.png,7,6,553,0,0,3,0,0,7.5,0.19,0.07,0.19,0,0.0,0,0.0,0,30,0,7,0,254,218,2,353,25,13,2,1,12,8,4,0,0,6.64,86,-0.19,-0.07,0.26,0,0.0,,0.0858
297203,Pablo Fornals,Real Betis,DMC,https://images.fotmob.com/image_resources/playerimages/683450.png,5,4,395,0,0,0,0,0,7.4,0.45,0.3,0.45,0,0.0,0,0.0,0,55,0,9,0,262,223,11,336,7,5,2,3,3,1,1,0,0,6.64,85,-0.45,-0.3,0.75,0,0.0,,0.0874
508349,Rafita,Malaga,DL,https://images.fotmob.com/image_resources/playerimages/1717331.png,6,5,493,0,0,1,0,0,7.1,0.04,0.01,0.04,0,0.0,0,0.0,0,46,2,1,0,238,218,0,347,9,7,3,7,6,15,1,0,0,6.63,92,-0.04,-0.01,0.05,0,,,0.0595
448303,David Larrubia,Malaga,MR,https://images.fotmob.com/image_resources/playerimages/1108863.png,6,5,511,0,0,2,0,0,7.2,0.53,0.41,0.53,0,0.0,0,0.0,0,41,10,11,2,143,115,8,279,30,4,0,16,3,0,12,0,0,6.6,80,-0.53,-0.41,0.94,0,0.0,,0.0862
100881,Ximo Navarro,Deportivo A Coruña,DR,https://images.fotmob.com/image_resources/playerimages/260659.png,5,5,462,0,0,2,0,0,7.1,0.05,0.03,0.05,0,0.0,0,0.0,0,39,0,2,0,186,159,1,305,19,6,2,0,4,21,1,0,0,6.6,85,-0.05,-0.03,0.08,0,,,0.0698
303629,Augusto Batalla,Rayo Vallecano,GK,https://images.fotmob.com/image_resources/playerimages/621415.png,2,2,161,0,0,0,0,0,7.1,0.0,0.0,0.0,0,0.0,13,1.95,3,10,0,0,0,54,33,0,78,1,1,0,0,0,3,0,3,0,6.6,61,0.0,0.0,0.0,0,,-1.05,0.1272
135098,Johan Mojica,Getafe,DML,https://images.fotmob.com/image_resources/playerimages/474673.png,5,4,430,0,0,2,0,0,7.0,0.06,0.29,0.06,0,0.0,0,0.0,0,66,1,2,0,128,88,6,294,6,2,5,2,3,15,3,0,0,6.6,69,-0.06,-0.29,0.35,0,0.0,,0.2455
362470,Youssouf Fofana,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/954621.png,2,1,118,0,0,0,0,0,7.2,0.18,0.03,0.18,0,0.0,0,0.0,0,8,1,4,1,35,31,0,61,5,2,1,1,1,2,1,0,0,6.6,89,-0.18,-0.03,0.21,0,0.0,,0.0613
448209,Sergi Cardona,Villarreal,DL,https://images.fotmob.com/image_resources/playerimages/1059657.png,2,2,190,0,0,0,0,0,7.0,0.05,0.03,0.05,0,0.0,0,0.0,0,40,0,2,0,138,124,0,196,7,5,2,0,4,2,1,0,0,6.6,90,-0.05,-0.03,0.08,0,,,0.0472
537235,Pau Navarro,Villarreal,DC,https://images.fotmob.com/image_resources/playerimages/1531887.png,2,2,188,0,0,0,0,0,6.8,0.0,0.01,0.0,0,0.0,0,0.0,0,13,0,0,0,130,124,0,151,6,1,3,1,3,6,0,0,0,6.6,95,0.0,-0.01,0.01,0,,,0.0394
80764,Koke,Atletico Madrid,DMC,https://images.fotmob.com/image_resources/playerimages/184533.png,6,3,332,0,0,0,0,0,7.4,0.04,0.25,0.04,0,0.0,0,0.0,0,55,0,1,0,267,241,5,322,16,2,0,1,2,1,3,0,0,6.58,90,-0.04,-0.25,0.29,0,,,0.0678
536243,Benat Gerenabarrena,Athletic Club,Sub,https://images.fotmob.com/image_resources/playerimages/1425173.png,5,4,388,0,0,2,0,0,7.3,0.04,0.14,0.04,0,0.0,0,0.0,0,12,0,1,1,169,146,1,230,16,12,4,0,11,3,1,0,0,6.58,86,-0.04,-0.14,0.18,0,,,0.0399
512611,Facundo Bernal,Real Betis,DMC,https://images.fotmob.com/image_resources/playerimages/1436133.png,6,5,397,0,0,1,0,0,7.0,0.18,0.03,0.18,0,0.0,0,0.0,0,17,0,6,1,225,197,1,281,15,8,3,2,5,5,0,0,0,6.58,88,-0.18,-0.03,0.21,0,0.0,,0.0349
119817,Jose Gaya,Valencia,DL,https://images.fotmob.com/image_resources/playerimages/391058.png,4,3,287,0,0,0,0,0,7.3,0.0,0.0,0.0,0,0.0,0,0.0,0,22,0,0,0,123,108,1,197,19,0,1,2,6,11,0,0,0,6.58,88,0.0,0.0,0.0,0,,,0.041
528001,Yoel Lago,Celta Vigo,DC,https://images.fotmob.com/image_resources/playerimages/1578176.png,6,5,526,0,0,2,0,0,7.3,0.0,0.02,0.0,0,0.0,0,0.0,0,35,0,0,0,364,338,1,444,5,11,4,0,8,23,2,0,0,6.57,93,0.0,-0.02,0.02,0,,,0.0483
472904,Gustavo Puerta,Racing Santander,DMC,https://images.fotmob.com/image_resources/playerimages/1331597.png,3,3,275,0,0,1,0,0,6.9,0.09,0.19,0.09,0,0.0,0,0.0,0,35,1,2,0,176,163,4,243,11,2,0,2,10,2,4,0,0,6.57,93,-0.09,-0.19,0.28,0,0.0,,0.1826
141499,Stole Dimitrievski,Valencia,GK,https://images.fotmob.com/image_resources/playerimages/254241.png,6,6,572,0,0,1,0,0,7.8,0.0,0.01,0.0,0,0.0,48,7.43,8,12,0,0,0,200,121,1,262,0,0,1,0,0,7,0,19,0,6.57,60,0.0,-0.01,0.01,0,,-0.57,0.0261
374638,Alejandro Catena,Osasuna,DC,https://images.fotmob.com/image_resources/playerimages/814663.png,5,5,473,0,0,0,0,0,7.4,0.0,0.06,0.0,0,0.0,0,0.0,0,37,0,0,0,334,286,1,392,7,4,14,2,4,28,1,0,0,6.56,86,0.0,-0.06,0.06,0,,,0.0942
431668,Johaneko Louis-Jean,Athletic Club,DL,,5,2,182,0,0,1,0,0,7.4,0.03,0.0,0.03,0,0.0,0,0.0,0,18,1,1,0,70,60,0,132,6,9,1,4,4,8,0,0,0,6.56,86,-0.03,0.0,0.03,0,,,0.0639
462768,Miguel Roman,Celta Vigo,MC,https://images.fotmob.com/image_resources/playerimages/1359911.png,6,5,526,0,0,0,0,0,6.7,0.13,0.41,0.13,0,0.0,0,0.0,0,61,0,5,0,361,319,6,416,7,2,4,2,3,5,2,0,0,6.55,88,-0.13,-0.41,0.54,0,0.0,,0.1212
419935,Clemens Riedel,Espanyol,DC,https://images.fotmob.com/image_resources/playerimages/1279557.png,6,4,393,0,0,3,0,0,7.4,0.05,0.03,0.05,0,0.0,0,0.0,0,30,0,2,2,232,196,0,286,6,3,10,0,11,25,1,0,0,6.55,84,-0.05,-0.03,0.08,0,,,0.0394
407138,Benat Turrientes,Real Sociedad,DMC,https://images.fotmob.com/image_resources/playerimages/1210647.png,4,3,265,0,0,1,0,0,7.2,0.15,0.11,0.15,0,0.0,0,0.0,0,25,0,4,3,185,171,4,218,9,1,0,1,0,8,2,0,0,6.55,92,-0.15,-0.11,0.26,0,0.0,,0.0298
467913,Mamadou Sarr,Real Sociedad,DC,https://images.fotmob.com/image_resources/playerimages/1426170.png,2,2,152,0,0,0,0,0,6.7,0.0,0.0,0.0,0,0.0,0,0.0,0,9,0,0,0,99,94,0,116,4,1,1,1,1,3,0,0,0,6.55,95,0.0,0.0,0.0,0,,,0.0723
353423,Aurelien Tchouameni,Real Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/914458.png,2,1,112,0,0,0,0,0,6.8,0.03,0.04,0.03,0,0.0,0,0.0,0,14,0,1,0,63,60,3,76,2,2,0,0,0,3,0,0,0,6.55,95,-0.03,-0.04,0.07,0,,,0.115
259393,Marko Dmitrovic,Espanyol,GK,https://images.fotmob.com/image_resources/playerimages/280818.png,7,7,668,0,0,0,0,0,7.8,0.0,0.04,0.0,0,0.0,51,7.47,10,28,0,0,0,171,118,0,270,2,1,1,1,0,6,0,22,0,6.54,69,0.0,-0.04,0.04,0,,-2.53,0.0556
280060,Toni Martinez,Deportivo Alaves,FW,https://images.fotmob.com/image_resources/playerimages/640123.png,6,4,379,0,0,0,0,0,7.3,1.6,0.14,1.6,3,1.18,0,0.0,0,6,0,11,0,49,29,5,111,7,0,16,0,4,8,3,0,0,6.53,59,-1.6,-0.14,1.74,0,0.0,,0.0105
302889,Pepelu,Valencia,DC,https://images.fotmob.com/image_resources/playerimages/673689.png,6,6,493,0,0,1,0,0,7.5,0.04,0.1,0.04,0,0.0,0,0.0,0,32,0,1,0,316,279,1,384,14,7,3,0,4,29,2,0,0,6.53,88,-0.04,-0.1,0.14,0,,,0.0866
82989,Isco,Real Betis,Sub,https://images.fotmob.com/image_resources/playerimages/191315.png,6,4,307,0,0,0,0,0,6.8,1.21,0.41,1.21,2,0.76,0,0.0,0,36,0,11,4,179,161,12,237,7,3,1,1,4,1,1,0,0,6.53,90,-1.21,-0.41,1.62,0,0.0,,0.1049
135914,Jose Maria Gimenez,Atlético Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/474589.png,4,2,213,0,0,1,0,0,6.9,0.08,0.01,0.08,0,0.0,0,0.0,0,13,0,2,0,137,124,1,169,2,3,8,0,2,17,0,0,0,6.53,91,-0.08,-0.01,0.09,0,0.0,,0.0566
444739,Quilindschy Hartman,Espanyol,Sub,https://images.fotmob.com/image_resources/playerimages/1393669.png,3,1,163,0,0,0,0,0,7.1,0.0,0.28,0.0,0,0.0,0,0.0,0,20,0,0,0,87,75,4,124,6,2,2,0,3,2,0,0,0,6.53,86,0.0,-0.28,0.28,0,,,0.2697
141497,Einar Galilea,Malaga,DC,https://images.fotmob.com/image_resources/playerimages/516803.png,6,6,479,0,0,2,0,0,7.1,0.0,0.0,0.0,0,0.0,0,0.0,0,16,0,0,0,360,327,0,421,12,7,1,5,5,25,0,0,0,6.52,91,0.0,0.0,0.0,0,,,0.0376
511120,Mikel Jauregizar,Athletic Club,DMC,https://images.fotmob.com/image_resources/playerimages/1553099.png,5,2,225,0,0,0,0,0,7.1,0.05,0.01,0.05,0,0.0,0,0.0,0,16,0,2,2,125,108,1,159,16,6,3,0,4,1,0,0,0,6.52,86,-0.05,-0.01,0.06,0,,,0.0513
448514,Pedro Diaz,Rayo Vallecano,Sub,https://images.fotmob.com/image_resources/playerimages/715069.png,5,3,323,0,0,0,0,0,6.9,0.35,0.13,0.35,0,0.0,0,0.0,0,21,1,10,2,99,90,9,148,9,1,0,3,3,1,3,0,0,6.52,91,-0.35,-0.13,0.48,0,0.0,,0.0849
427831,Cesar Tarrega,Valencia,DC,https://images.fotmob.com/image_resources/playerimages/1311985.png,5,4,349,0,0,0,0,0,7.5,0.09,0.02,0.09,0,0.0,0,0.0,0,26,0,3,0,205,183,0,262,11,4,4,0,6,22,1,0,0,6.52,89,-0.09,-0.02,0.11,0,0.0,,0.0434
422820,Jesus Areso,Athletic Club,DR,https://images.fotmob.com/image_resources/playerimages/1037537.png,5,4,350,0,0,1,0,0,7.8,0.1,0.42,0.1,0,0.0,0,0.0,0,58,0,2,1,155,125,6,254,10,7,7,1,3,6,2,0,0,6.52,81,-0.1,-0.42,0.52,0,0.0,,0.0703
555136,Roger Hinojo,Espanyol,DL,https://images.fotmob.com/image_resources/playerimages/1727689.png,7,7,550,0,0,2,0,0,7.7,0.06,0.23,0.06,0,0.0,0,0.0,0,47,0,1,0,267,221,2,372,21,5,7,1,4,19,2,0,0,6.51,83,-0.06,-0.23,0.29,0,0.0,,0.068
423420,Leo Roman,Deportivo A Coruña,GK,https://images.fotmob.com/image_resources/playerimages/1187702.png,5,5,473,0,0,0,0,0,7.1,0.0,0.0,0.0,0,0.0,38,6.94,5,17,0,0,0,196,151,0,236,0,0,1,0,0,4,0,16,0,6.5,77,0.0,0.0,0.0,0,,1.94,0.0588
393081,Giacomo Quagliata,Deportivo A Coruña,DL,https://images.fotmob.com/image_resources/playerimages/1077977.png,5,5,473,0,0,1,0,0,7.0,0.28,0.67,0.28,1,0.2,0,0.0,0,53,1,4,1,163,125,5,276,8,7,1,4,5,8,2,0,0,6.5,77,-0.28,-0.67,0.95,0,0.0,,0.1977
617819,Javier Morcillo,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/1732412.png,5,3,337,0,0,0,0,0,7.0,0.02,0.02,0.02,0,0.0,0,0.0,0,6,0,1,1,112,103,1,157,10,6,2,0,4,14,2,0,0,6.5,92,-0.02,-0.02,0.04,0,,,0.0067
578266,Nacho Perez,Levante,DR,https://images.fotmob.com/image_resources/playerimages/1800611.png,5,4,300,0,0,0,0,0,7.0,0.42,0.08,0.42,1,0.42,0,0.0,0,25,0,1,1,95,71,2,179,9,5,4,0,2,19,0,0,0,6.5,75,-0.42,-0.08,0.5,0,0.0,,0.1954
440159,Alex Freeman,Villarreal,Sub,https://images.fotmob.com/image_resources/playerimages/1338696.png,5,2,248,0,0,0,0,0,7.3,0.04,0.1,0.04,0,0.0,0,0.0,0,53,2,2,1,205,192,2,259,7,1,5,3,1,6,2,0,0,6.5,94,-0.04,-0.1,0.14,0,,,0.0594
322153,Denzel Dumfries,Real Madrid,DR,https://images.fotmob.com/image_resources/playerimages/593118.png,5,4,334,0,0,0,0,0,6.8,0.45,0.08,0.45,1,0.2,0,0.0,0,28,0,6,2,124,116,3,187,11,3,1,0,2,4,2,0,0,6.5,94,-0.45,-0.08,0.53,0,0.0,,0.0274
345957,Ibrahima Konate,Real Madrid,DC,https://images.fotmob.com/image_resources/playerimages/820140.png,5,5,475,0,0,3,0,0,7.3,0.21,0.01,0.21,0,0.0,0,0.0,0,27,0,4,1,303,288,2,356,6,1,10,0,7,16,3,0,0,6.5,95,-0.21,-0.01,0.22,0,0.0,,0.0563
369109,Eduardo Camavinga,Real Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/1015185.png,5,2,237,0,0,2,0,0,7.4,0.0,0.09,0.0,0,0.0,0,0.0,0,29,0,0,0,171,159,0,210,6,3,3,1,5,5,3,0,0,6.5,93,0.0,-0.09,0.09,0,,,0.0884
422937,Gavi,Barcelona,DMC,https://images.fotmob.com/image_resources/playerimages/1279040.png,2,1,77,0,0,0,0,0,6.5,0.0,0.05,0.0,0,0.0,0,0.0,0,5,0,0,0,41,39,1,54,2,2,3,0,2,0,0,0,0,6.5,95,0.0,-0.05,0.05,0,,,0.0539
519969,Youssef Enriquez,Deportivo Alaves,Sub,https://images.fotmob.com/image_resources/playerimages/1403692.png,6,0,190,0,0,0,0,0,6.8,0.02,0.11,0.02,0,0.0,0,0.0,0,15,1,1,0,56,47,3,118,7,1,1,2,2,9,1,0,0,6.48,84,-0.02,-0.11,0.13,0,,,0.1885
474267,Iker Munoz,Osasuna,Sub,https://images.fotmob.com/image_resources/playerimages/1323863.png,5,4,404,0,0,1,0,0,6.7,0.06,0.08,0.06,0,0.0,0,0.0,0,27,0,2,1,242,206,1,304,8,6,9,2,8,13,2,0,0,6.48,85,-0.06,-0.08,0.14,0,0.0,,0.093
136741,Bernardo Silva,Real Madrid,DMC,https://images.fotmob.com/image_resources/playerimages/488139.png,5,3,284,0,0,0,0,0,7.0,0.09,0.14,0.09,0,0.0,0,0.0,0,25,1,1,0,216,199,4,262,15,5,1,1,5,3,2,0,0,6.48,92,-0.09,-0.14,0.23,0,0.0,,0.0398
106525,Denis Suarez,Deportivo Alaves,MC,https://images.fotmob.com/image_resources/playerimages/282281.png,6,3,309,0,0,1,0,0,6.7,0.62,0.68,0.62,2,0.62,0,0.0,0,33,0,2,1,141,112,11,205,7,0,1,2,3,0,2,0,0,6.47,79,-0.62,-0.68,1.3,0,0.0,,0.195
344120,Ander Guevara,Deportivo Alaves,Sub,https://images.fotmob.com/image_resources/playerimages/873827.png,3,1,111,0,0,0,0,0,7.0,0.0,0.0,0.0,0,0.0,0,0.0,0,5,0,0,0,54,46,1,69,6,3,1,0,1,2,0,0,0,6.47,85,0.0,0.0,0.0,0,,,0.0242
119189,Ruben Garcia,Osasuna,Sub,,6,4,311,0,0,1,0,0,7.4,0.48,0.6,0.48,1,0.31,0,0.0,0,22,1,6,3,121,96,6,192,12,1,4,1,3,7,2,0,0,6.47,79,-0.48,-0.6,1.08,0,0.0,,0.1159
362393,Carlos Protesoni,Deportivo Alavés,Sub,https://images.fotmob.com/image_resources/playerimages/799914.png,3,1,153,0,0,0,0,0,6.8,0.09,0.0,0.09,0,0.0,0,0.0,0,4,0,3,0,38,32,1,75,7,4,1,1,4,4,2,0,0,6.47,84,-0.09,0.0,0.09,0,0.0,,0.026
